old	new
8104	8104
11343	11343
10586	10586
407	407
10242	10242
15095	15095
9670	9670
2556	2556
8299	8299
17329	17329
3643	3643
3642	3642
15873	15873
2466	2466
10410	10410
15831	15831
4580	4580
2506	2506
15049	15049
15048	15048
1521	1521
14544	14544
14566	14566
11349	11349
594	594
2790	2790
6084	6084
6083	6083
5504	5504
412	412
3803	3803
13322	13322
12313	12313
18182	18182
13491	13491
11126	11126
16442	16442
16908	16908
1857	1857
16458	16458
12372	12372
7476	7476
2998	2998
13898	13898
893	893
7828	7828
7826	7826
14347	14347
2978	2978
14171	14171
1590	1590
1579	1579
685	685
12517	12517
18192	18192
16948	16948
11083	11083
14025	14025
6840	6840
14082	14082
8058	8058
8059	8059
8055	8055
5149	5149
16894	16894
16893	16893
9954	9954
16177	16177
8585	8585
8586	8586
8583	8583
8584	8584
8582	8582
18006	18006
3556	3556
15158	15158
15156	15156
15147	15147
12747	12747
15015	15015
9795	9795
9793	9793
4348	4348
1651	1651
1646	1646
12471	12471
15990	15990
17416	17416
6845	6845
6293	6293
180	180
5139	5139
12995	12995
2811	2811
17858	17858
2428	2428
2467	2467
12300	12300
18311	18311
16905	16905
18188	18188
10990	10990
10989	10989
5363	5363
2578	2578
2899	2899
6454	6454
2918	2918
12005	12005
12003	12003
5133	5133
9360	9360
2167	2167
4957	4957
4732	4732
8595	8595
4149	4149
17317	17317
17316	17316
16945	16945
14372	14372
17707	17707
17706	17706
17705	17705
12788	12788
2940	2940
6006	6006
10094	10094
11215	11215
11214	11214
2355	2355
1716	1716
4038	4038
13984	13984
17401	17401
6977	6977
6976	6976
2489	2489
1595	1595
14488	14488
15498	15498
6481	6481
6480	6480
2442	2442
5192	5192
2173	2173
1337	1337
2511	2511
14260	14260
5937	5937
1480	1480
1481	1481
1479	1479
15371	15371
1047	1047
1049	1049
1044	1044
1046	1046
1045	1045
1043	1043
664	664
3800	3800
10052	10052
2787	2787
17650	17650
8904	8904
5796	5796
9552	9552
9386	9386
15695	15695
1624	1624
9800	9800
10890	10890
15584	15584
12692	12692
12691	12691
7976	7976
11358	11358
2615	2615
15170	15170
17127	17127
17724	17724
1652	1652
10444	10444
10443	10443
15711	15711
8738	8738
5289	5289
7604	7604
7603	7603
9833	9833
7877	7877
7876	7876
4091	4091
4090	4090
4087	4087
4089	4089
4088	4088
4086	4086
10003	10003
17053	17053
17054	17054
17052	17052
2602	2602
15497	15497
9257	9257
5208	5208
16364	16364
10293	10293
1626	1626
11352	11352
9553	9553
1472	1472
7414	7414
13903	13903
18334	18334
12338	12338
15334	15334
15333	15333
2495	2495
18223	18223
15696	15696
6482	6482
2476	2476
10090	10090
17460	17460
2835	2835
2566	2566
9351	9351
7903	7903
7944	7944
12095	12095
7321	7321
11955	11955
18437	18437
3495	3495
7970	7970
2210	2210
308	308
16359	16359
16358	16358
17610	17610
2298	2298
12331	12331
2163	2163
193	193
10032	10032
16031	16031
16030	16030
18454	18454
7579	7579
15995	15995
15792	15792
17280	17280
4812	4812
4184	4184
8881	8881
16531	16531
15322	15322
15329	15329
15330	15330
15327	15327
15323	15323
15320	15320
15331	15331
15324	15324
15328	15328
787	787
6080	6080
15034	15034
4494	4494
4493	4493
4491	4491
4490	4490
4489	4489
4488	4488
4487	4487
4486	4486
4485	4485
4484	4484
4482	4482
4492	4492
971	971
14553	14553
9913	9913
931	931
450	450
388	388
12118	12118
13997	13997
4584	4584
12516	12516
6306	6306
13176	13176
14964	14964
289	289
12514	12514
6850	6850
14301	14301
18950	18950
2075	2075
15172	15172
15173	15173
15171	15171
12699	12699
587	587
3532	3532
1075	1075
6503	6503
15567	15567
15566	15566
12207	12207
12206	12206
1065	1065
4747	4747
9641	9641
10383	10383
4266	4266
3955	3955
16188	16188
13800	13800
16178	16178
6989	6989
11448	11448
8107	8107
16139	16139
6250	6250
9571	9571
16876	16876
5159	5159
1896	1896
7251	7251
13457	13457
15603	15603
17890	17890
3738	3738
16156	16156
12838	12838
18376	18376
5330	5330
5329	5329
17972	17972
12314	12314
12325	12325
5949	5949
5948	5948
14042	14042
12849	12849
16722	16722
2728	2728
12354	12354
10880	10880
10230	10230
17912	17912
7200	7200
17134	17134
17133	17133
13180	13180
10758	10758
5423	5423
10777	10777
10773	10773
3314	3314
7132	7132
9755	9755
5155	5155
15342	15342
13483	13483
12503	12503
16762	16762
2267	2267
10903	10903
2857	2857
5604	5604
14117	14117
12249	12249
829	829
8605	8605
1782	1782
1781	1781
2874	2874
7551	7551
5405	5405
9341	9341
10844	10844
14162	14162
2547	2547
2131	2131
13041	13041
16500	16500
12878	12878
13877	13877
961	961
11027	11027
11028	11028
11025	11025
11029	11029
11026	11026
11024	11024
12677	12677
6985	6985
519	519
498	498
18515	18515
14741	14741
12086	12086
12085	12085
12078	12078
2241	2241
16014	16014
7078	7078
405	405
7073	7073
7075	7075
497	497
378	378
7406	7406
8454	8454
9369	9369
10316	10316
2413	2413
2275	2275
13902	13902
11181	11181
2724	2724
186	186
3200	3200
1432	1432
14267	14267
12561	12561
9661	9661
15300	15300
12394	12394
3779	3779
9644	9644
14119	14119
10523	10523
10846	10846
10845	10845
10198	10198
10197	10197
2183	2183
15153	15153
3427	3427
14807	14807
7548	7548
13589	13589
2993	2993
17186	17186
17156	17156
12851	12851
12850	12850
4098	4098
7397	7397
1897	1897
13104	13104
934	934
1106	1106
4382	4382
797	797
5270	5270
11086	11086
9315	9315
2995	2995
773	773
17925	17925
2426	2426
16539	16539
9653	9653
4376	4376
14255	14255
2407	2407
15988	15988
15989	15989
15986	15986
11188	11188
2607	2607
13060	13060
12777	12777
7381	7381
17331	17331
7818	7818
5183	5183
17500	17500
10555	10555
3067	3067
11082	11082
14718	14718
14717	14717
3368	3368
6273	6273
13213	13213
2217	2217
3915	3915
4062	4062
3926	3926
6753	6753
13203	13203
932	932
2313	2313
4884	4884
4255	4255
18529	18529
17033	17033
17032	17032
7628	7628
7627	7627
7279	7279
7281	7281
7280	7280
7278	7278
7277	7277
11073	11073
7520	7520
2403	2403
14018	14018
16915	16915
13111	13111
18185	18185
17241	17241
3185	3185
13247	13247
7882	7882
12451	12451
9041	9041
9673	9673
18108	18108
16561	16561
7004	7004
7003	7003
16404	16404
2480	2480
18963	18963
6778	6778
6775	6775
14981	14981
2567	2567
17490	17490
17488	17488
11191	11191
17758	17758
2045	2045
4123	4123
7000	7000
12618	12618
3519	3519
5737	5737
16877	16877
16732	16732
6602	6602
11389	11389
11388	11388
11387	11387
3678	3678
18057	18057
11131	11131
3758	3758
7867	7867
12196	12196
10084	10084
1743	1743
6254	6254
346	346
12240	12240
14349	14349
15501	15501
10378	10378
6553	6553
28	28
7382	7382
658	658
657	657
5748	5748
5318	5318
5315	5315
5317	5317
5316	5316
5314	5314
5313	5313
5312	5312
4483	4483
10871	10871
11197	11197
9941	9941
15871	15871
306	306
7523	7523
3920	3920
5351	5351
13482	13482
13481	13481
18330	18330
12817	12817
2838	2838
9728	9728
439	439
15921	15921
15920	15920
15919	15919
2451	2451
1147	1147
1146	1146
13314	13314
2771	2771
5059	5059
18067	18067
1051	1051
8296	8296
2846	2846
16765	16765
15761	15761
1649	1649
6447	6447
17513	17513
16635	16635
10812	10812
7727	7727
8648	8648
8646	8646
1539	1539
10436	10436
8543	8543
15756	15756
1023	1023
9733	9733
9732	9732
7495	7495
7494	7494
7493	7493
9621	9621
10282	10282
14044	14044
11957	11957
11956	11956
7116	7116
7054	7054
13823	13823
12588	12588
4790	4790
18444	18444
11119	11119
10886	10886
2007	2007
7454	7454
8818	8818
10241	10241
10240	10240
12437	12437
5377	5377
5375	5375
16200	16200
14285	14285
1944	1944
1943	1943
11890	11890
2477	2477
6298	6298
10029	10029
10028	10028
12581	12581
18408	18408
1508	1508
10281	10281
10054	10054
8852	8852
15849	15849
17726	17726
18203	18203
15001	15001
4206	4206
11141	11141
1615	1615
8072	8072
1129	1129
217	217
15798	15798
16184	16184
10894	10894
9469	9469
8398	8398
8397	8397
5322	5322
11075	11075
1433	1433
1222	1222
1225	1225
1221	1221
348	348
10223	10223
10220	10220
2402	2402
7618	7618
431	431
199	199
4963	4963
4962	4962
7141	7141
12910	12910
12911	12911
12909	12909
14112	14112
2299	2299
17634	17634
1026	1026
1025	1025
1018	1018
17115	17115
17114	17114
7621	7621
6943	6943
6942	6942
6941	6941
6940	6940
2108	2108
6400	6400
14919	14919
14918	14918
5185	5185
8522	8522
16764	16764
8521	8521
14279	14279
14277	14277
15966	15966
11344	11344
2936	2936
16676	16676
15513	15513
5594	5594
2408	2408
17945	17945
15152	15152
16590	16590
249	249
6336	6336
11449	11449
2987	2987
6704	6704
7263	7263
8458	8458
2462	2462
208	208
15481	15481
5582	5582
4613	4613
4736	4736
1028	1028
586	586
18555	18555
9804	9804
14125	14125
14124	14124
18077	18077
11079	11079
6205	6205
5259	5259
11084	11084
13716	13716
3365	3365
5715	5715
142	142
10218	10218
10324	10324
14405	14405
2580	2580
1080	1080
2559	2559
17155	17155
6352	6352
9438	9438
8649	8649
4525	4525
14271	14271
13336	13336
15341	15341
15340	15340
15339	15339
18452	18452
16323	16323
820	820
17785	17785
17822	17822
17821	17821
5936	5936
5935	5935
4274	4274
4273	4273
3319	3319
8544	8544
8080	8080
13602	13602
8714	8714
8710	8710
8709	8709
12796	12796
2927	2927
2926	2926
1376	1376
2788	2788
12225	12225
150	150
12805	12805
15747	15747
8548	8548
8404	8404
9333	9333
1719	1719
17995	17995
16288	16288
11076	11076
14319	14319
7879	7879
4366	4366
15387	15387
15388	15388
15384	15384
15396	15396
15385	15385
15393	15393
15390	15390
15392	15392
15389	15389
15386	15386
15395	15395
15383	15383
15397	15397
15380	15380
15379	15379
15391	15391
15382	15382
15394	15394
15381	15381
480	480
5444	5444
5443	5443
4821	4821
2877	2877
2008	2008
10892	10892
14075	14075
12682	12682
12681	12681
10409	10409
14329	14329
18047	18047
16002	16002
13934	13934
13928	13928
14621	14621
7558	7558
3725	3725
9764	9764
8448	8448
14038	14038
18018	18018
800	800
11254	11254
10302	10302
14443	14443
14442	14442
14441	14441
10300	10300
17343	17343
13044	13044
4225	4225
16907	16907
8913	8913
8897	8897
17489	17489
8794	8794
9232	9232
8793	8793
4230	4230
4229	4229
17345	17345
14005	14005
15586	15586
17839	17839
15925	15925
15349	15349
15350	15350
15348	15348
15347	15347
12361	12361
1572	1572
1573	1573
1571	1571
1522	1522
10451	10451
8782	8782
6019	6019
14496	14496
7189	7189
2116	2116
12342	12342
7630	7630
3809	3809
16641	16641
11058	11058
13743	13743
13742	13742
5786	5786
2792	2792
5666	5666
11924	11924
4171	4171
2398	2398
18019	18019
5187	5187
4954	4954
16197	16197
16187	16187
3265	3265
5176	5176
1752	1752
149	149
16875	16875
16874	16874
16873	16873
9727	9727
11452	11452
2793	2793
530	530
13951	13951
14599	14599
10439	10439
949	949
14376	14376
14374	14374
14055	14055
17976	17976
9602	9602
2317	2317
5994	5994
5993	5993
16267	16267
16071	16071
7418	7418
871	871
12620	12620
7123	7123
14654	14654
9664	9664
10739	10739
8698	8698
14703	14703
2254	2254
13983	13983
17636	17636
14445	14445
14438	14438
3256	3256
953	953
9939	9939
15243	15243
15242	15242
15241	15241
10036	10036
14591	14591
10339	10339
10338	10338
14065	14065
14063	14063
14078	14078
18982	18982
18981	18981
17540	17540
17539	17539
14106	14106
14076	14076
14077	14077
14066	14066
14061	14061
14056	14056
14083	14083
14052	14052
4832	4832
12619	12619
14321	14321
9468	9468
8924	8924
9072	9072
9043	9043
3136	3136
3137	3137
3133	3133
3132	3132
3126	3126
13734	13734
3138	3138
3128	3128
3135	3135
3131	3131
3129	3129
3134	3134
3130	3130
3127	3127
15785	15785
18970	18970
15359	15359
12999	12999
9809	9809
9810	9810
9808	9808
4047	4047
4046	4046
5505	5505
11329	11329
11326	11326
4527	4527
5506	5506
5498	5498
5497	5497
2454	2454
861	861
2570	2570
10320	10320
7837	7837
15477	15477
15476	15476
18217	18217
18216	18216
18701	18701
11100	11100
573	573
18328	18328
2481	2481
7916	7916
17788	17788
7113	7113
18282	18282
2612	2612
1452	1452
1451	1451
1450	1450
5687	5687
3699	3699
5519	5519
262	262
17694	17694
13611	13611
9555	9555
13591	13591
1331	1331
16866	16866
12759	12759
283	283
4752	4752
3741	3741
7176	7176
11985	11985
18169	18169
7057	7057
9345	9345
1483	1483
13324	13324
16452	16452
10883	10883
10425	10425
1895	1895
13924	13924
2306	2306
12656	12656
14453	14453
2383	2383
1787	1787
9829	9829
9828	9828
4788	4788
3005	3005
17202	17202
4040	4040
4214	4214
16552	16552
19017	19017
6071	6071
6002	6002
14542	14542
10159	10159
7553	7553
16190	16190
16916	16916
2169	2169
15694	15694
11434	11434
16789	16789
10377	10377
13883	13883
2626	2626
12997	12997
17328	17328
14325	14325
11081	11081
11077	11077
12374	12374
5346	5346
10789	10789
14992	14992
14991	14991
16389	16389
16390	16390
16388	16388
14217	14217
9465	9465
10391	10391
8108	8108
10379	10379
2236	2236
11353	11353
14794	14794
18020	18020
18032	18032
18176	18176
17830	17830
13884	13884
16649	16649
4846	4846
5419	5419
15595	15595
18442	18442
18441	18441
10866	10866
929	929
10194	10194
17719	17719
4717	4717
13164	13164
8854	8854
14495	14495
5667	5667
17102	17102
17126	17126
14880	14880
7561	7561
7560	7560
15352	15352
17721	17721
2628	2628
3730	3730
16386	16386
14446	14446
2392	2392
3746	3746
13387	13387
13384	13384
9582	9582
9610	9610
5260	5260
11087	11087
11080	11080
11078	11078
17997	17997
2863	2863
10131	10131
14594	14594
14593	14593
1482	1482
10779	10779
8122	8122
821	821
9063	9063
11334	11334
11984	11984
11983	11983
4310	4310
7984	7984
2165	2165
1892	1892
4156	4156
18183	18183
13388	13388
9944	9944
2672	2672
12525	12525
2324	2324
12453	12453
8571	8571
3861	3861
3924	3924
10685	10685
11042	11042
11041	11041
9006	9006
9321	9321
9322	9322
9005	9005
6777	6777
18664	18664
17701	17701
11115	11115
16760	16760
9303	9303
9302	9302
4193	4193
4655	4655
17508	17508
17507	17507
4608	4608
8035	8035
18657	18657
12509	12509
18983	18983
10347	10347
4758	4758
3162	3162
2470	2470
6935	6935
6934	6934
6933	6933
5466	5466
5464	5464
5465	5465
5463	5463
10751	10751
10750	10750
10749	10749
4564	4564
16411	16411
4388	4388
15803	15803
11961	11961
10834	10834
5412	5412
6613	6613
5233	5233
17519	17519
11098	11098
16214	16214
16213	16213
16212	16212
6671	6671
11034	11034
14014	14014
14013	14013
12475	12475
12474	12474
7832	7832
1273	1273
10697	10697
2424	2424
12376	12376
7453	7453
1039	1039
18065	18065
10873	10873
5468	5468
4008	4008
11450	11450
18196	18196
2043	2043
18290	18290
6442	6442
11423	11423
18229	18229
10708	10708
17198	17198
16219	16219
16218	16218
9806	9806
9805	9805
16572	16572
8519	8519
1642	1642
11363	11363
2000	2000
16630	16630
16629	16629
9245	9245
7345	7345
10399	10399
15240	15240
15239	15239
15238	15238
6999	6999
8501	8501
7377	7377
13821	13821
1979	1979
16075	16075
3245	3245
1020	1020
1019	1019
5274	5274
12648	12648
1330	1330
17424	17424
9407	9407
2689	2689
9385	9385
12449	12449
18375	18375
8065	8065
1105	1105
1104	1104
12421	12421
10235	10235
8850	8850
15646	15646
15645	15645
18049	18049
4042	4042
17128	17128
9951	9951
4810	4810
3353	3353
6078	6078
17194	17194
7643	7643
15311	15311
6251	6251
2246	2246
16392	16392
4152	4152
18313	18313
13160	13160
13100	13100
13099	13099
10092	10092
16132	16132
14908	14908
4177	4177
3804	3804
5385	5385
17425	17425
12657	12657
5968	5968
5491	5491
18476	18476
17928	17928
16393	16393
12357	12357
10369	10369
6502	6502
8492	8492
17048	17048
17047	17047
2994	2994
3309	3309
5841	5841
9654	9654
5576	5576
2536	2536
14259	14259
11055	11055
10914	10914
11456	11456
13615	13615
15731	15731
2303	2303
14133	14133
16309	16309
17089	17089
10808	10808
10734	10734
11891	11891
6290	6290
14855	14855
3494	3494
5581	5581
9034	9034
8667	8667
11378	11378
14328	14328
14327	14327
14326	14326
4346	4346
10487	10487
7852	7852
7857	7857
7851	7851
7846	7846
7869	7869
7860	7860
17964	17964
17963	17963
7850	7850
7841	7841
7847	7847
7868	7868
7838	7838
17826	17826
17827	17827
940	940
1442	1442
7111	7111
2040	2040
2037	2037
1643	1643
918	918
9514	9514
11125	11125
17898	17898
1832	1832
14128	14128
13789	13789
15058	15058
1785	1785
8666	8666
12388	12388
1476	1476
9675	9675
14829	14829
2356	2356
14433	14433
11948	11948
11947	11947
16344	16344
10893	10893
3808	3808
7490	7490
6748	6748
15597	15597
15017	15017
17722	17722
10864	10864
18225	18225
1342	1342
17530	17530
9911	9911
5650	5650
10135	10135
14464	14464
2815	2815
6560	6560
14265	14265
1610	1610
7333	7333
6309	6309
401	401
12413	12413
12412	12412
12411	12411
12410	12410
18266	18266
15552	15552
10043	10043
8875	8875
8835	8835
2208	2208
16185	16185
8912	8912
2089	2089
9373	9373
9479	9479
8920	8920
6978	6978
1633	1633
2958	2958
18054	18054
7772	7772
7771	7771
7770	7770
7766	7766
5118	5118
5114	5114
6259	6259
11185	11185
9007	9007
9009	9009
9008	9008
2308	2308
14232	14232
3273	3273
4838	4838
4837	4837
2558	2558
9646	9646
4268	4268
4267	4267
12072	12072
3978	3978
14737	14737
14736	14736
16080	16080
6020	6020
4824	4824
10593	10593
2010	2010
1054	1054
1056	1056
1055	1055
1050	1050
2583	2583
7920	7920
15568	15568
9674	9674
17318	17318
8838	8838
18799	18799
3207	3207
3468	3468
5397	5397
16919	16919
1064	1064
10958	10958
8609	8609
16121	16121
12687	12687
18300	18300
11936	11936
5791	5791
9717	9717
18372	18372
14080	14080
6633	6633
16882	16882
14322	14322
14864	14864
13087	13087
13806	13806
8846	8846
850	850
849	849
17422	17422
11160	11160
7503	7503
13657	13657
13656	13656
13445	13445
13443	13443
5146	5146
456	456
4583	4583
4924	4924
5058	5058
12199	12199
4350	4350
15633	15633
15629	15629
15630	15630
15628	15628
1784	1784
8312	8312
14094	14094
15604	15604
10370	10370
5520	5520
9233	9233
3356	3356
9100	9100
799	799
17380	17380
17378	17378
17376	17376
8341	8341
17531	17531
10574	10574
10917	10917
11359	11359
1987	1987
4529	4529
10981	10981
12008	12008
12007	12007
12009	12009
12006	12006
7383	7383
16360	16360
5184	5184
3154	3154
361	361
17640	17640
14777	14777
10426	10426
10397	10397
6996	6996
16613	16613
18552	18552
13027	13027
18400	18400
15848	15848
7391	7391
14879	14879
3646	3646
10534	10534
2662	2662
15127	15127
5422	5422
8832	8832
16074	16074
16307	16307
10130	10130
9054	9054
13643	13643
13637	13637
12496	12496
8774	8774
3323	3323
8826	8826
16837	16837
169	169
168	168
2214	2214
18312	18312
7574	7574
7440	7440
7439	7439
7348	7348
3679	3679
7060	7060
185	185
9327	9327
724	724
18394	18394
3774	3774
6617	6617
8442	8442
2797	2797
6216	6216
13949	13949
13043	13043
16298	16298
2468	2468
12953	12953
7655	7655
1130	1130
15518	15518
15724	15724
16855	16855
8478	8478
16703	16703
3280	3280
16824	16824
2834	2834
12037	12037
14114	14114
18964	18964
8427	8427
3430	3430
18056	18056
12671	12671
162	162
17121	17121
17638	17638
17637	17637
17883	17883
1417	1417
13709	13709
16822	16822
4106	4106
1912	1912
9348	9348
16382	16382
1586	1586
9326	9326
10618	10618
18212	18212
15745	15745
14323	14323
1455	1455
4231	4231
1992	1992
10445	10445
13331	13331
2591	2591
6843	6843
1377	1377
2630	2630
3897	3897
9497	9497
18187	18187
1786	1786
14662	14662
12574	12574
12573	12573
12575	12575
12572	12572
5489	5489
5488	5488
5490	5490
5487	5487
2841	2841
16443	16443
16751	16751
16750	16750
12079	12079
12820	12820
2311	2311
2199	2199
4024	4024
6194	6194
17334	17334
2988	2988
10363	10363
10360	10360
15883	15883
12879	12879
7499	7499
3277	3277
3252	3252
17864	17864
5386	5386
9064	9064
12084	12084
13146	13146
14092	14092
5227	5227
5225	5225
5226	5226
5228	5228
5224	5224
4379	4379
1200	1200
11372	11372
10276	10276
10275	10275
10279	10279
10278	10278
10277	10277
377	377
17418	17418
17417	17417
8106	8106
2655	2655
11330	11330
16839	16839
3968	3968
16717	16717
2380	2380
17227	17227
16696	16696
2295	2295
6155	6155
6154	6154
16886	16886
1791	1791
12101	12101
13942	13942
8909	8909
5018	5018
13229	13229
1251	1251
313	313
3553	3553
3322	3322
16776	16776
17992	17992
17991	17991
17990	17990
525	525
5931	5931
5930	5930
293	293
16493	16493
2632	2632
3857	3857
4242	4242
11253	11253
14017	14017
15644	15644
15656	15656
15655	15655
15639	15639
15654	15654
15641	15641
15854	15854
15651	15651
15640	15640
15648	15648
15643	15643
15649	15649
15647	15647
15638	15638
17833	17833
15291	15291
910	910
911	911
909	909
14585	14585
14363	14363
226	226
2353	2353
2106	2106
2111	2111
3706	3706
3769	3769
3767	3767
3768	3768
3765	3765
11066	11066
11067	11067
11069	11069
11068	11068
11065	11065
1917	1917
3766	3766
571	571
3279	3279
5434	5434
9065	9065
17660	17660
17659	17659
2514	2514
7897	7897
18193	18193
7067	7067
14954	14954
16619	16619
7120	7120
1789	1789
1617	1617
13340	13340
13339	13339
11176	11176
11175	11175
18332	18332
6562	6562
6561	6561
7896	7896
2463	2463
17627	17627
17269	17269
14289	14289
16820	16820
9882	9882
5714	5714
17685	17685
17684	17684
17676	17676
17683	17683
17681	17681
17678	17678
17682	17682
17680	17680
17679	17679
17677	17677
17675	17675
17669	17669
17668	17668
17674	17674
17673	17673
17667	17667
17671	17671
17672	17672
17670	17670
17666	17666
17426	17426
2864	2864
10191	10191
4209	4209
420	420
411	411
231	231
8903	8903
13031	13031
14573	14573
13030	13030
16563	16563
2786	2786
2534	2534
12670	12670
12669	12669
14088	14088
11476	11476
2449	2449
9492	9492
9040	9040
2726	2726
16260	16260
1625	1625
18141	18141
3702	3702
12352	12352
1153	1153
1136	1136
14314	14314
17845	17845
9841	9841
6795	6795
14679	14679
18927	18927
16859	16859
8124	8124
8123	8123
14582	14582
2393	2393
13788	13788
13787	13787
15833	15833
4262	4262
4352	4352
3246	3246
2712	2712
3027	3027
3019	3019
3024	3024
3026	3026
3023	3023
3018	3018
3021	3021
3016	3016
3020	3020
3022	3022
3025	3025
3017	3017
3013	3013
158	158
2184	2184
4019	4019
14105	14105
2068	2068
2564	2564
3262	3262
10105	10105
10108	10108
10101	10101
10100	10100
6307	6307
2725	2725
16746	16746
2697	2697
16106	16106
326	326
14785	14785
14784	14784
14783	14783
16092	16092
3167	3167
15487	15487
13993	13993
13992	13992
13991	13991
7156	7156
13944	13944
6060	6060
16135	16135
3685	3685
5862	5862
5861	5861
5860	5860
6505	6505
1618	1618
1344	1344
13475	13475
12547	12547
6625	6625
6622	6622
18235	18235
3666	3666
15991	15991
17122	17122
2699	2699
16819	16819
1538	1538
13366	13366
13365	13365
10362	10362
16397	16397
15094	15094
15092	15092
15090	15090
15091	15091
15089	15089
15093	15093
15087	15087
15088	15088
15086	15086
12489	12489
14235	14235
12488	12488
2473	2473
17228	17228
15580	15580
13026	13026
533	533
18288	18288
13422	13422
6196	6196
10956	10956
8825	8825
5603	5603
4675	4675
2206	2206
17157	17157
15928	15928
2020	2020
16523	16523
10290	10290
5186	5186
8026	8026
14889	14889
11120	11120
9596	9596
16043	16043
6780	6780
15140	15140
15139	15139
15141	15141
15137	15137
15142	15142
15138	15138
15136	15136
13346	13346
13345	13345
4456	4456
18554	18554
17729	17729
18448	18448
6357	6357
2575	2575
16204	16204
9338	9338
3147	3147
3146	3146
3145	3145
1036	1036
12690	12690
2175	2175
1364	1364
2691	2691
15867	15867
3297	3297
12062	12062
14890	14890
3439	3439
3438	3438
17739	17739
18679	18679
10269	10269
14431	14431
12010	12010
17151	17151
2009	2009
14564	14564
14563	14563
2562	2562
16460	16460
6770	6770
1540	1540
12217	12217
10885	10885
2703	2703
3680	3680
16800	16800
8883	8883
2395	2395
10222	10222
2715	2715
2278	2278
13376	13376
942	942
18410	18410
16736	16736
5599	5599
15129	15129
15128	15128
4241	4241
324	324
3184	3184
9409	9409
18671	18671
13223	13223
12972	12972
11436	11436
11435	11435
11433	11433
2249	2249
9593	9593
5648	5648
5647	5647
9167	9167
7870	7870
7861	7861
7842	7842
16881	16881
10861	10861
13868	13868
12571	12571
12570	12570
12569	12569
7008	7008
7007	7007
13698	13698
10098	10098
3580	3580
18415	18415
1264	1264
9912	9912
9878	9878
11088	11088
3541	3541
1611	1611
125	125
18429	18429
18299	18299
2668	2668
15155	15155
1665	1665
18224	18224
18222	18222
1664	1664
1666	1666
1663	1663
18147	18147
15272	15272
3757	3757
15065	15065
819	819
10809	10809
2654	2654
17214	17214
10340	10340
8851	8851
10556	10556
1188	1188
5415	5415
11299	11299
11987	11987
2687	2687
16752	16752
9940	9940
7504	7504
8849	8849
16205	16205
4649	4649
17391	17391
16924	16924
12477	12477
13222	13222
12476	12476
5241	5241
6791	6791
10488	10488
7866	7866
17866	17866
17865	17865
7347	7347
10074	10074
6790	6790
5596	5596
5595	5595
4391	4391
13368	13368
10077	10077
10386	10386
5882	5882
2853	2853
17979	17979
9975	9975
1148	1148
9334	9334
5780	5780
15570	15570
15560	15560
9981	9981
7517	7517
10297	10297
10296	10296
15321	15321
5952	5952
4261	4261
15754	15754
382	382
11381	11381
6619	6619
6618	6618
17272	17272
16607	16607
10785	10785
127	127
18411	18411
2478	2478
2364	2364
8671	8671
3332	3332
14054	14054
14053	14053
17902	17902
17588	17588
8685	8685
14141	14141
1968	1968
1870	1870
10471	10471
6936	6936
5842	5842
13167	13167
13166	13166
17762	17762
12539	12539
12801	12801
10884	10884
6162	6162
13981	13981
13980	13980
4428	4428
2683	2683
18220	18220
16618	16618
14110	14110
13972	13972
5503	5503
6867	6867
8651	8651
1994	1994
11371	11371
5350	5350
5349	5349
8594	8594
5554	5554
1246	1246
1245	1245
123	123
12968	12968
737	737
736	736
735	735
12857	12857
998	998
7556	7556
2151	2151
17635	17635
16814	16814
15507	15507
7500	7500
2614	2614
919	919
7887	7887
14624	14624
8221	8221
8224	8224
8225	8225
8219	8219
8222	8222
8217	8217
8236	8236
8213	8213
14023	14023
5218	5218
1203	1203
8932	8932
8159	8159
8191	8191
8190	8190
522	522
8152	8152
8148	8148
8151	8151
8147	8147
8185	8185
8186	8186
8188	8188
8187	8187
8189	8189
8184	8184
8183	8183
512	512
511	511
509	509
514	514
8163	8163
8179	8179
8178	8178
8173	8173
8182	8182
8162	8162
8170	8170
8169	8169
8161	8161
8177	8177
8171	8171
8164	8164
8166	8166
8160	8160
507	507
13989	13989
2419	2419
2671	2671
5852	5852
2233	2233
17956	17956
8155	8155
8192	8192
8153	8153
8180	8180
8181	8181
8176	8176
8175	8175
8172	8172
8165	8165
493	493
6121	6121
6122	6122
6123	6123
6120	6120
2660	2660
174	174
13888	13888
12321	12321
1612	1612
1464	1464
3327	3327
8482	8482
9330	9330
9328	9328
9647	9647
4533	4533
3658	3658
8069	8069
6199	6199
4914	4914
4917	4917
4916	4916
4915	4915
4919	4919
4918	4918
4910	4910
4909	4909
4913	4913
4912	4912
15894	15894
4911	4911
4908	4908
6749	6749
6212	6212
14846	14846
10303	10303
6008	6008
6007	6007
17414	17414
12622	12622
12621	12621
12617	12617
10745	10745
16378	16378
2686	2686
6330	6330
11241	11241
2336	2336
18265	18265
6955	6955
2776	2776
5646	5646
18304	18304
8064	8064
8063	8063
8062	8062
16530	16530
16527	16527
16446	16446
14637	14637
18326	18326
4082	4082
17606	17606
422	422
7856	7856
7835	7835
5263	5263
9745	9745
415	415
14967	14967
16805	16805
380	380
2339	2339
3911	3911
11412	11412
1669	1669
232	232
15378	15378
15367	15367
8834	8834
2800	2800
11339	11339
10072	10072
15539	15539
6412	6412
6451	6451
17834	17834
15797	15797
