old	new
RN7SL117P	RN7SL117P
AC068490.2	AC068490.2
AC068490.1	AC068490.1
AC068044.1	AC068044.1
AC099799.1	AC099799.1
RNA5SP87	RNA5SP87
AC096570.2	AC096570.2
AC096570.1	AC096570.1
RN7SKP27	RN7SKP27
AC016768.1	AC016768.1
AC012506.1	AC012506.1
AC012506.2	AC012506.2
AC012506.3	AC012506.3
AC012506.4	AC012506.4
KLHL29	KLHL29
AC011239.1	AC011239.1
AC011239.2	AC011239.2
RP11-557N21.1	RP11-557N21.1
ATAD2B	ATAD2B
PGAM1P6	PGAM1P6
AC066692.3	AC066692.3
UBXN2A	UBXN2A
SDHCP3	SDHCP3
RN7SL610P	RN7SL610P
MFSD2B	MFSD2B
WDCP	WDCP
RNU6-370P	RNU6-370P
FKBP1B	FKBP1B
SF3B6	SF3B6
FAM228B	FAM228B
TP53I3	TP53I3
PFN4	PFN4
RP11-507M3.1	RP11-507M3.1
AC008073.7	AC008073.7
FAM228A	FAM228A
AC008073.9	AC008073.9
ITSN2	ITSN2
AC009228.1	AC009228.1
HMGN2P20	HMGN2P20
RPL36AP13	RPL36AP13
NCOA1	NCOA1
RNA5SP88	RNA5SP88
RNU6-936P	RNU6-936P
PTRHD1	PTRHD1
CENPO	CENPO
ADCY3	ADCY3
RP11-443B20.1	RP11-443B20.1
DNAJC27	DNAJC27
AC013267.1	AC013267.1
SNORD14	SNORD14
DNAJC27-AS1	DNAJC27-AS1
EFR3B	EFR3B
RN7SL856P	RN7SL856P
SUCLA2P3	SUCLA2P3
POMC	POMC
LINC01381	LINC01381
DNMT3A	DNMT3A
MIR1301	MIR1301
AC012074.2	AC012074.2
DTNB	DTNB
AC104699.1	AC104699.1
ASXL2	ASXL2
TPM3P7	TPM3P7
PTGES3P2	PTGES3P2
AC010150.1	AC010150.1
NDUFB4P4	NDUFB4P4
KIF3C	KIF3C
UQCRHP2	UQCRHP2
TRMT112P6	TRMT112P6
RAB10	RAB10
RNU6-942P	RNU6-942P
RP11-214J9.1	RP11-214J9.1
AC011742.3	AC011742.3
SMARCE1P6	SMARCE1P6
AC011742.5	AC011742.5
PPIL1P1	PPIL1P1
GAREM2	GAREM2
HADHA	HADHA
HADHB	HADHB
ADGRF3	ADGRF3
EPT1	SELENOI
DRC1	DRC1
OTOF	OTOF
C2orf70	C2orf70
CIB4	CIB4
AC015977.6	AC015977.6
AC015977.5	AC015977.5
KCNK3	KCNK3
SLC35F6	SLC35F6
CENPA	CENPA
CDKN2AIPNLP2	CDKN2AIPNLP2
DPYSL5	DPYSL5
AC013472.4	AC013472.4
MAPRE3	MAPRE3
AC013472.3	AC013472.3
TMEM214	TMEM214
AGBL5	AGBL5
AGBL5-AS1	AGBL5-AS1
RP11-503P10.1	RP11-503P10.1
AGBL5-IT1	AGBL5-IT1
RP11-195B17.1	RP11-195B17.1
OST4	OST4
EMILIN1	EMILIN1
KHK	KHK
CGREF1	CGREF1
ABHD1	ABHD1
PREB	PREB
PRR30	PRR30
TCF23	TCF23
AC013403.13	AC013403.13
SLC5A6	SLC5A6
ATRAID	ATRAID
CAD	CAD
SLC30A3	SLC30A3
DNAJC5G	DNAJC5G
TRIM54	TRIM54
UCN	UCN
MPV17	MPV17
GTF3C2	GTF3C2
GTF3C2-AS1	GTF3C2-AS1
AC074117.10	AC074117.10
EIF2B4	EIF2B4
SNX17	SNX17
ZNF513	ZNF513
PPM1G	PPM1G
FTH1P3	FTH1P3
NRBP1	NRBP1
KRTCAP3	KRTCAP3
IFT172	IFT172
AC074117.13	AC074117.13
RNU6-986P	RNU6-986P
FNDC4	FNDC4
GCKR	GCKR
AC109829.1	AC109829.1
AC109829.2	AC109829.2
C2orf16	C2orf16
ZNF512	ZNF512
RP11-158I13.2	RP11-158I13.2
CCDC121	CCDC121
GPN1	GPN1
SNORA36	SNORA36
SUPT7L	SUPT7L
SLC4A1AP	SLC4A1AP
LINC01460	LINC01460
MRPL33	MRPL33
RBKS	RBKS
BRE	BABAM2
RP11-674I16.1	RP11-674I16.1
MIR4263	MIR4263
RP11-674I16.2	RP11-674I16.2
AC093690.1	AC093690.1
RPL23AP34	RPL23AP34
FLJ31356	FLJ31356
FOSL2	FOSL2
RP11-373D23.2	RP11-373D23.2
RP11-373D23.3	RP11-373D23.3
AC104695.4	AC104695.4
PLB1	PLB1
SNRPGP7	SNRPGP7
AC074011.2	AC074011.2
RNA5SP89	RNA5SP89
AC097724.3	AC097724.3
PPP1CB	PPP1CB
SPDYA	SPDYA
RP11-713D19.1	RP11-713D19.1
TRMT61B	TRMT61B
WDR43	WDR43
SNORD92	SNORD92
SNORD53	SNORD53
SNORD53_SNORD92	SNORD53_SNORD92
FAM179A	TOGARAM2
C2orf71	C2orf71
AC105398.3	AC105398.3
CLIP4	CLIP4
ALK	ALK
RN7SL516P	RN7SL516P
AC106870.1	AC106870.1
AC106870.2	AC106870.2
AC016907.3	AC016907.3
AC016907.2	AC016907.2
YPEL5	YPEL5
SNORA64	SNORA64
AC104698.2	AC104698.2
LBH	LBH
AC109642.1	AC109642.1
RP11-182E7.1	RP11-182E7.1
LCLAT1	LCLAT1
RP11-523J2.1	RP11-523J2.1
CAPN13	CAPN13
AC092569.2	AC092569.2
GALNT14	GALNT14
AC009305.1	AC009305.1
CAPN14	CAPN14
RNA5SP90	RNA5SP90
EHD3	EHD3
AL121657.4	AL121657.4
XDH	XDH
SRD5A2	SRD5A2
AL133247.2	AL133247.2
AL133247.3	AL133247.3
AL133249.1	AL133249.1
KRT18P52	KRT18P52
AK2P2	AK2P2
RP11-1057B6.1	RP11-1057B6.1
MEMO1	MEMO1
DPY30	DPY30
CTC-336P14.1	CTC-336P14.1
SPAST	SPAST
RP11-563N4.1	RP11-563N4.1
SLC30A6	SLC30A6
DDX50P1	DDX50P1
RNU6-647P	RNU6-647P
NLRC4	NLRC4
YIPF4	YIPF4
AL133245.2	AL133245.2
BIRC6	BIRC6
BIRC6-AS1	BIRC6-AS1
AL133243.1	AL133243.1
AL133243.2	AL133243.2
MIR558	MIR558
AL133243.3	AL133243.3
BIRC6-AS2	BIRC6-AS2
AL133243.4	AL133243.4
TTC27	TTC27
MIR4765	MIR4765
LINC00486	LINC00486
AL121656.5	AL121656.5
LTBP1	LTBP1
AL133244.1	AL133244.1
RNA5SP91	RNA5SP91
RNA5SP92	RNA5SP92
MIR4430	MIR4430
RASGRP3	RASGRP3
AC020594.5	AC020594.5
FAM98A	FAM98A
ATP6V0E1P3	ATP6V0E1P3
HNRNPA1P61	HNRNPA1P61
LINC01317	LINC01317
MYADML	MYADML
SLC25A5P2	SLC25A5P2
LINC01318	LINC01318
AC073218.1	AC073218.1
LINC01320	LINC01320
RP11-529E15.1	RP11-529E15.1
AC073218.3	AC073218.3
AC012593.1	AC012593.1
RN7SL602P	RN7SL602P
AC019064.1	AC019064.1
AC013442.1	AC013442.1
MIR548AD	MIR548AD
RNU6-1117P	RNU6-1117P
AC083939.1	AC083939.1
MRPL50P1	MRPL50P1
AC009414.1	AC009414.1
RP11-490M8.1	RP11-490M8.1
CRIM1	CRIM1
RP11-78I14.1	RP11-78I14.1
FEZ2	FEZ2
RP11-294L11.1	RP11-294L11.1
VIT	VIT
RP11-288C18.1	RP11-288C18.1
STRN	STRN
RNU6-577P	RNU6-577P
HEATR5B	HEATR5B
GPATCH11	GPATCH11
EIF2AK2	EIF2AK2
AC007899.3	AC007899.3
SULT6B1	SULT6B1
AC007390.4	AC007390.4
CEBPZOS	CEBPZOS
CEBPZ	CEBPZ
RP11-423P10.2	RP11-423P10.2
NDUFAF7	NDUFAF7
PRKD3	PRKD3
AC007391.2	AC007391.2
RNU6-939P	RNU6-939P
QPCT	QPCT
RNU6-1116P	RNU6-1116P
AC006369.2	AC006369.2
CDC42EP3	CDC42EP3
AC006369.3	AC006369.3
AC010878.3	AC010878.3
LINC00211	LINC00211
RMDN2	RMDN2
RMDN2-AS1	RMDN2-AS1
CYP1B1	CYP1B1
CYP1B1-AS1	CYP1B1-AS1
RP11-314C9.1	RP11-314C9.1
AC009229.6	AC009229.6
RNU6-951P	RNU6-951P
RP11-314C9.2	RP11-314C9.2
AC009229.5	AC009229.5
RPL7P12	RPL7P12
GAPDHP25	GAPDHP25
ATL2	ATL2
AC016995.3	AC016995.3
AC093822.1	AC093822.1
RPLP0P6	RPLP0P6
RP11-541E12.1	RP11-541E12.1
HNRNPLL	HNRNPLL
AC011247.3	AC011247.3
GALM	GALM
AC074366.3	AC074366.3
SRSF7	SRSF7
GEMIN6	GEMIN6
TTC39DP	TTC39DP
AC018693.5	AC018693.5
DHX57	DHX57
ASS1P2	ASS1P2
AC018693.6	AC018693.6
MORN2	MORN2
RNU6-851P	RNU6-851P
ARHGEF33	ARHGEF33
RN7SL96P	RN7SL96P
RP11-173C1.1	RP11-173C1.1
SOS1	SOS1
SOS1-IT1	SOS1-IT1
RNU6-198P	RNU6-198P
HSPE1P13	HSPE1P13
CDKL4	CDKL4
MAP4K3	MAP4K3
RP11-449G16.1	RP11-449G16.1
AC007246.3	AC007246.3
TMEM178A	TMEM178A
THUMPD2	THUMPD2
SLC8A1-AS1	SLC8A1-AS1
AC007253.1	AC007253.1
SLC8A1	SLC8A1
AC007317.1	AC007317.1
HNRNPA1P57	HNRNPA1P57
LDHAP3	LDHAP3
AC009413.2	AC009413.2
RNU4-63P	RNU4-63P
AC104654.1	AC104654.1
AC104654.2	AC104654.2
C2orf91	C2orf91
AC013480.2	AC013480.2
PKDCC	PKDCC
AC083949.1	AC083949.1
EML4	EML4
COX7A2L	COX7A2L
SNORD75	SNORD75
KCNG3	KCNG3
VDAC1P13	VDAC1P13
AC025750.5	AC025750.5
MTA3	MTA3
AC025750.7	AC025750.7
AC074375.1	AC074375.1
RNU6-137P	RNU6-137P
OXER1	OXER1
HAAO	HAAO
FTOP1	FTOP1
AC098824.6	AC098824.6
AC016735.1	AC016735.1
AC016735.2	AC016735.2
AC016735.3	AC016735.3
RNU6-242P	RNU6-242P
AC093609.1	AC093609.1
ZFP36L2	ZFP36L2
LINC01126	LINC01126
AC010883.5	AC010883.5
THADA	THADA
RNU6-958P	RNU6-958P
RN7SL531P	RN7SL531P
PLEKHH2	PLEKHH2
C1GALT1C1L	C1GALT1C1L
AC011242.5	AC011242.5
RN7SKP66	RN7SKP66
DYNC2LI1	DYNC2LI1
ABCG5	ABCG5
ABCG8	ABCG8
LRPPRC	LRPPRC
RNU6-1048P	RNU6-1048P
RN7SL455P	RN7SL455P
AC019129.1	AC019129.1
RNU6-566P	RNU6-566P
PDSS1P2	PDSS1P2
RP11-559M23.1	RP11-559M23.1
PPM1B	PPM1B
RPL12P19	RPL12P19
SLC3A1	SLC3A1
PREPL	PREPL
CAMKMT	CAMKMT
RP11-89K21.1	RP11-89K21.1
RP11-89K21.2	RP11-89K21.2
Six3os1_1	Six3os1_1
Six3os1_2	Six3os1_2
Six3os1_3	Six3os1_3
Six3os1_4	Six3os1_4
Six3os1_5	Six3os1_5
Six3os1_6	Six3os1_6
Six3os1_7	Six3os1_7
SIX3-AS1	SIX3-AS1
SIX3	SIX3
AC012354.6	AC012354.6
AC012354.8	AC012354.8
SIX2	SIX2
AC093702.1	AC093702.1
LINC01121	LINC01121
AC009236.2	AC009236.2
SRBD1	SRBD1
RN7SL414P	RN7SL414P
PRKCE	PRKCE
U51244.2	U51244.2
AC017078.1	AC017078.1
AC017006.2	AC017006.2
AC017006.3	AC017006.3
AC016696.1	AC016696.1
EPAS1	EPAS1
AC016912.3	AC016912.3
TMEM247	TMEM247
RN7SL817P	RN7SL817P
ATP6V1E2	ATP6V1E2
RP11-417F21.2	RP11-417F21.2
RHOQ	RHOQ
RP11-417F21.1	RP11-417F21.1
PIGF	PIGF
CRIPT	CRIPT
RP11-536C12.1	RP11-536C12.1
SOCS5	SOCS5
RP11-333I13.1	RP11-333I13.1
LINC01118	LINC01118
LINC01119	LINC01119
AC016722.3	AC016722.3
AC016722.4	AC016722.4
MCFD2	MCFD2
TTC7A	TTC7A
RP11-15I20.1	RP11-15I20.1
AC093732.1	AC093732.1
C2orf61	STPG4
RP11-761B3.1	RP11-761B3.1
AC073283.7	AC073283.7
CALM2	CALM2
AC073283.4	AC073283.4
AC106869.2	AC106869.2
BCYRN1	BCYRN1
EPCAM	EPCAM
RN7SKP119	RN7SKP119
MIR559	MIR559
MSH2	MSH2
KCNK12	KCNK12
HCG2040054	HCG2040054
AC079250.1	AC079250.1
MSH6	MSH6
AC006509.4	AC006509.4
AC006509.7	AC006509.7
FBXO11	FBXO11
RPL36AP15	RPL36AP15
AC079807.3	AC079807.3
AC079807.2	AC079807.2
AC079807.1	AC079807.1
AC079807.4	AC079807.4
RP11-429P7.1	RP11-429P7.1
RN7SKP224	RN7SKP224
FOXN2	FOXN2
RNU4-49P	RNU4-49P
RP11-191L17.1	RP11-191L17.1
PPP1R21	PPP1R21
RNU6-282P	RNU6-282P
STON1	STON1
STON1-GTF2A1L	STON1-GTF2A1L
GTF2A1L	GTF2A1L
RP11-310N16.1	RP11-310N16.1
TPT1P11	TPT1P11
LHCGR	LHCGR
TCEB2P3	ELOBP3
RP11-460M2.1	RP11-460M2.1
CTBP2P5	CTBP2P5
FSHR	FSHR
MIR548BA	MIR548BA
RP11-152D8.1	RP11-152D8.1
RNU6-439P	RNU6-439P
RP11-443F4.1	RP11-443F4.1
RPL7P13	RPL7P13
SNORA75	SNORA75
NRXN1	NRXN1
MTCO1P42	MTCO1P42
RP11-358H12.1	RP11-358H12.1
MIR8485	MIR8485
AC007560.1	AC007560.1
AC007682.1	AC007682.1
KNOP1P3	KNOP1P3
CRYGGP	CRYGGP
AC097463.2	AC097463.2
AC097463.1	AC097463.1
ZNF863P	ZNF863P
AC087073.1	AC087073.1
AC139712.1	AC139712.1
AC139712.4	AC139712.4
AC139712.2	AC139712.2
FTH1P6	FTH1P6
MIR4431	MIR4431
AC010967.2	AC010967.2
AC010967.3	AC010967.3
AC010967.1	AC010967.1
AC069157.1	AC069157.1
ASB3	ASB3
RNU6-997P	RNU6-997P
GPR75-ASB3	GPR75-ASB3
CHAC2	CHAC2
ERLEC1	ERLEC1
MIR3682	MIR3682
GPR75	GPR75
PSME4	PSME4
ACYP2	ACYP2
AC008280.1	AC008280.1
HMGB1P31	HMGB1P31
AC008280.3	AC008280.3
RP11-477N3.1	RP11-477N3.1
RNU7-172P	RNU7-172P
TSPYL6	TSPYL6
C2orf73	C2orf73
SPTBN1	SPTBN1
AC092839.3	AC092839.3
RPL23AP32	RPL23AP32
AC092839.4	AC092839.4
AC093110.3	AC093110.3
EML6	EML6
AC104781.1	AC104781.1
RNU7-81P	RNU7-81P
RTN4	RTN4
RNU6-433P	RNU6-433P
CLHC1	CLHC1
AC012358.7	AC012358.7
AC012358.4	AC012358.4
RPS27A	RPS27A
MTIF2	MTIF2
PRORSD1P	PRORSD1P
AC012358.8	AC012358.8
CCDC88A	CCDC88A
BTF3P5	BTF3P5
RNU6-775P	RNU6-775P
RNU6-221P	RNU6-221P
RNU6-634P	RNU6-634P
CFAP36	CFAP36
PPP4R3B	PPP4R3B
SNORA12	SNORA12
RP11-554J4.1	RP11-554J4.1
PNPT1	PNPT1
EFEMP1	EFEMP1
RN7SKP208	RN7SKP208
RP11-481J13.1	RP11-481J13.1
MIR217HG	MIR217HG
MIR217	MIR217
MIR216A	MIR216A
MIR216B	MIR216B
AC011306.1	AC011306.1
RP11-482H16.1	RP11-482H16.1
AC007743.1	AC007743.1
CCDC85A	CCDC85A
RNA5SP93	RNA5SP93
AC008173.1	AC008173.1
RP11-443I9.1	RP11-443I9.1
RP11-127H13.1	RP11-127H13.1
SNORD78	SNORD78
ACTG1P22	ACTG1P22
VRK2	VRK2
FANCL	FANCL
RP11-334G22.1	RP11-334G22.1
EIF3FP3	EIF3FP3
AC007250.4	AC007250.4
LINC01122	LINC01122
AC007238.1	AC007238.1
AC007131.1	AC007131.1
RP11-444A22.1	RP11-444A22.1
AC007131.2	AC007131.2
AC007179.1	AC007179.1
RP11-569H17.1	RP11-569H17.1
RNU6-508P	RNU6-508P
RNA5SP94	RNA5SP94
AC007381.3	AC007381.3
MIR4432HG	MIR4432HG
RNU1-32P	RNU1-32P
MIR4432	MIR4432
BCL11A	BCL11A
AC009970.1	AC009970.1
RN7SL361P	RN7SL361P
RP11-416L21.2	RP11-416L21.2
RP11-416L21.1	RP11-416L21.1
RNU6-612P	RNU6-612P
ATP1B3P1	ATP1B3P1
PAPOLG	PAPOLG
LINC01185	LINC01185
RN7SL632P	RN7SL632P
RPL21P33	RPL21P33
REL	REL
RNU4-51P	RNU4-51P
RP11-373L24.1	RP11-373L24.1
NONOP2	NONOP2
AC010733.5	AC010733.5
PUS10	PUS10
RNA5SP95	RNA5SP95
PEX13	PEX13
KIAA1841	KIAA1841
RP11-493E12.3	RP11-493E12.3
AC016747.3	AC016747.3
C2orf74	C2orf74
RP11-493E12.1	RP11-493E12.1
AHSA2	AHSA2P
USP34	USP34
RP11-493E12.2	RP11-493E12.2
RP11-479F13.1	RP11-479F13.1
AC016894.1	AC016894.1
SNORA70B	SNORA70B
RP11-355B11.2	RP11-355B11.2
XPO1	XPO1
RP11-355B11.1	RP11-355B11.1
AC016727.3	AC016727.3
RNU6-1145P	RNU6-1145P
AC108039.1	AC108039.1
RPS24P7	RPS24P7
AC108039.3	AC108039.3
FAM161A	FAM161A
RP11-681L4.1	RP11-681L4.1
RP11-681L4.2	RP11-681L4.2
CCT4	CCT4
AC107081.5	AC107081.5
COMMD1	COMMD1
AC107081.1	AC107081.1
AC018462.2	AC018462.2
RPSAP26	RPSAP26
RP11-270B14.1	RP11-270B14.1
B3GNT2	B3GNT2
MIR5192	MIR5192
RN7SL51P	RN7SL51P
RP11-642D6.1	RP11-642D6.1
AC093159.1	AC093159.1
RN7SL18P	RN7SL18P
TMEM17	TMEM17
AC107083.1	AC107083.1
AC092155.1	AC092155.1
PSAT1P2	PSAT1P2
RSL24D1P2	RSL24D1P2
AC092155.4	AC092155.4
EHBP1	EHBP1
AC007098.1	AC007098.1
RP11-443F16.1	RP11-443F16.1
AC009501.4	AC009501.4
OTX1	OTX1
RP11-511I11.2	RP11-511I11.2
RP11-511I11.1	RP11-511I11.1
DBIL5P2	DBIL5P2
WDPCP	WDPCP
AC074367.1	AC074367.1
RP11-391A7.1	RP11-391A7.1
MDH1	MDH1
AC016734.1	AC016734.1
AC016734.2	AC016734.2
RPS4XP5	RPS4XP5
AC096664.1	AC096664.1
AC096664.2	AC096664.2
HNRNPA1P66	HNRNPA1P66
UGP2	UGP2
ACA59	SNORA59B
VPS54	VPS54
AC012368.1	AC012368.1
PELI1	PELI1
AC074289.1	AC074289.1
LINC00309	LINC00309
RP11-547M24.1	RP11-547M24.1
AC114752.1	AC114752.1
AC114752.3	AC114752.3
MIR4433B	MIR4433B
MIR4433A	MIR4433A
RPL23AP37	RPL23AP37
AC008074.3	AC008074.3
AC008074.5	AC008074.5
LGALSL	LGALSL
AC008074.4	AC008074.4
RP11-568N6.1	RP11-568N6.1
AFTPH	AFTPH
MIR4434	MIR4434
AC008074.1	AC008074.1
RNU6-100P	RNU6-100P
AC007365.1	AC007365.1
SERTAD2	SERTAD2
AC007365.3	AC007365.3
AC007365.4	AC007365.4
RN7SL341P	RN7SL341P
AC007880.1	AC007880.1
AC007386.2	AC007386.2
RN7SL211P	RN7SL211P
AC007386.3	AC007386.3
SLC1A4	SLC1A4
RNU6-548P	RNU6-548P
AC007386.4	AC007386.4
CEP68	CEP68
RAB1A	RAB1A
SNORA74	SNORA74
RP11-420C9.1	RP11-420C9.1
AC007318.5	AC007318.5
ACTR2	ACTR2
SPRED2	SPRED2
AC012370.2	AC012370.2
AC074391.1	AC074391.1
AC012370.3	AC012370.3
AC007389.1	AC007389.1
AC007389.2	AC007389.2
RN7SL635P	RN7SL635P
VTRNA2-2P	VTRNA2-2P
AC007389.3	AC007389.3
RP11-418H16.1	RP11-418H16.1
KRT18P33	KRT18P33
RP11-340F16.2	RP11-340F16.2
AC118345.1	AC118345.1
AC092669.6	AC092669.6
MIR4778	MIR4778
AC092669.3	AC092669.3
MEIS1-AS3	MEIS1-AS3
MEIS1	MEIS1
MEIS1-AS2	MEIS1-AS2
AC007392.3	AC007392.3
AC007392.4	AC007392.4
AC009474.1	AC009474.1
AC009474.2	AC009474.2
AC007403.2	AC007403.2
LINC01628	LINC01628
AC007403.3	AC007403.3
AC023115.2	AC023115.2
AC078941.1	AC078941.1
AC023115.4	AC023115.4
ETAA1	ETAA1
AC007422.1	AC007422.1
AC010987.5	AC010987.5
AC010987.6	AC010987.6
AC079112.1	AC079112.1
C1D	C1D
WDR92	WDR92
AC017083.2	AC017083.2
RP11-474G23.1	RP11-474G23.1
PNO1	PNO1
PPP3R1	PPP3R1
RP11-474G23.2	RP11-474G23.2
RP11-474G23.3	RP11-474G23.3
CNRIP1	CNRIP1
AC015969.3	AC015969.3
PLEK	PLEK
AC127383.1	AC127383.1
FBXO48	FBXO48
APLF	APLF
AC130709.1	AC130709.1
PROKR1	PROKR1
ARHGAP25	ARHGAP25
AC097495.2	AC097495.2
AC097495.3	AC097495.3
BMP10	BMP10
GKN3P	GKN3P
GKN2	GKN2
GKN1	GKN1
ANTXR1	ANTXR1
MIR3126	MIR3126
RNA5SP96	RNA5SP96
RNU6-1216P	RNU6-1216P
RP11-85D18.1	RP11-85D18.1
GFPT1	GFPT1
NFU1	NFU1
AAK1	AAK1
RN7SL604P	RN7SL604P
SNORA36C	SNORA36C
RP11-77O7.1	RP11-77O7.1
B3GALNT1P1	B3GALNT1P1
ANXA4	ANXA4
AC092431.3	AC092431.3
GMCL1	GMCL1
RP11-401N16.2	RP11-401N16.2
RPL23AP92	RPL23AP92
SNRNP27	SNRNP27
MXD1	MXD1
AC019206.1	AC019206.1
ASPRV1	ASPRV1
PCBP1-AS1	PCBP1-AS1
RN7SL470P	RN7SL470P
PCBP1	PCBP1
AC016700.2	AC016700.2
AC016700.4	AC016700.4
AC016700.5	AC016700.5
C2orf42	C2orf42
TIA1	TIA1
MIR1285-2	MIR1285-2
AC016700.6	AC016700.6
PCYOX1	PCYOX1
SNRPG	SNRPG
FAM136A	FAM136A
AC022201.5	AC022201.5
BRD7P6	BRD7P6
AC022201.4	AC022201.4
TGFA	TGFA
TGFA-IT1	TGFA-IT1
ADD2	ADD2
AC007395.3	AC007395.3
FIGLA	FIGLA
HMGN2P21	HMGN2P21
CLEC4F	CLEC4F
AC007395.4	AC007395.4
CD207	CD207
LINC01143	LINC01143
Vax2os1_3	Vax2os1_3
VAX2	VAX2
ATP6V1B1	ATP6V1B1
AC007040.11	AC007040.11
ATP6V1B1-AS1	ATP6V1B1-AS1
TCEB1P21	ELOCP21
RN7SL160P	RN7SL160P
ANKRD53	ANKRD53
TEX261	TEX261
AC007040.6	AC007040.6
AC007040.8	AC007040.8
OR7E91P	OR7E91P
OR7E46P	OR7E46P
OR7E62P	OR7E62P
NAGK	NAGK
RP11-467P9.1	RP11-467P9.1
MCEE	MCEE
MPHOSPH10	MPHOSPH10
AC007881.4	AC007881.4
PAIP2B	PAIP2B
ZNF638	ZNF638
ZNF638-IT1	ZNF638-IT1
RNU6-105P	RNU6-105P
DYSF	DYSF
RPS20P10	RPS20P10
CYP26B1	CYP26B1
EXOC6B	EXOC6B
AC006461.2	AC006461.2
RNU2-39P	RNU2-39P
SPR	SPR
EMX1	EMX1
RP11-466M21.1	RP11-466M21.1
SFXN5	SFXN5
RAB11FIP5	RAB11FIP5
RP11-44N22.3	RP11-44N22.3
NOTO	NOTO
SMYD5	SMYD5
PRADC1	PRADC1
CCT7	CCT7
FBXO41	FBXO41
EGR4	EGR4
RNU6-111P	RNU6-111P
RPSAP28	RPSAP28
ALMS1	ALMS1
ALMS1-IT1	ALMS1-IT1
NAT8	NAT8
ALMS1P1	ALMS1P1
NAT8B	NAT8B
TPRKB	TPRKB
RP11-434P11.2	RP11-434P11.2
RP11-434P11.1	RP11-434P11.1
DUSP11	DUSP11
C2orf78	C2orf78
STAMBP	STAMBP
RP11-51I5.1	RP11-51I5.1
ACTG2	ACTG2
DGUOK	DGUOK
DGUOK-AS1	DGUOK-AS1
RNA5SP97	RNA5SP97
AC073046.25	AC073046.25
TET3	TET3
RP11-711M9.2	RP11-711M9.2
FNBP1P1	FNBP1P1
RP11-287D1.4	RP11-287D1.4
BOLA3	BOLA3
BOLA3-AS1	BOLA3-AS1
MOB1A	MOB1A
RP11-287D1.5	RP11-287D1.5
RP11-287D1.2	RP11-287D1.2
MTHFD2	MTHFD2
RP11-287D1.3	RP11-287D1.3
SLC4A5	SLC4A5
KRT18P26	KRT18P26
RNU6-542P	RNU6-542P
NECAP1P2	NECAP1P2
TAF13P2	TAF13P2
DCTN1	DCTN1
DCTN1-AS1	DCTN1-AS1
C2orf81	C2orf81
AC005041.11	AC005041.11
HMGA1P8	HMGA1P8
WDR54	WDR54
RTKN	RTKN
INO80B	INO80B
INO80B-WBP1	INO80B-WBP1
WBP1	WBP1
MOGS	MOGS
MRPL53	MRPL53
CCDC142	CCDC142
TTC31	TTC31
LBX2	LBX2
RP11-523H20.3	RP11-523H20.3
LBX2-AS1	LBX2-AS1
PCGF1	PCGF1
TLX2	TLX2
DQX1	DQX1
AUP1	AUP1
HTRA2	HTRA2
LOXL3	LOXL3
DOK1	DOK1
M1AP	M1AP
AC005033.6	AC005033.6
TVP23BP2	TVP23BP2
SEMA4F	SEMA4F
AC007387.2	AC007387.2
RP11-259N19.1	RP11-259N19.1
HK2	HK2
LINC01291	LINC01291
AC104135.2	AC104135.2
LINC01293	LINC01293
POLE4	POLE4
TACR1	TACR1
MIR5000	MIR5000
RP11-355F16.1	RP11-355F16.1
GAPDHP57	GAPDHP57
EVA1A	EVA1A
AC007099.2	AC007099.2
snoU109	snoU109
AC007099.1	AC007099.1
AC005034.2	AC005034.2
MRPL19	MRPL19
SUPT4H1P1	SUPT4H1P1
GCFC2	GCFC2
RP11-342K6.1	RP11-342K6.1
RP11-342K6.2	RP11-342K6.2
RP11-342K6.3	RP11-342K6.3
RP11-342K6.4	RP11-342K6.4
SUCLA2P2	SUCLA2P2
AC073091.2	AC073091.2
RP11-335E8.1	RP11-335E8.1
RN7SKP203	RN7SKP203
RN7SKP164	RN7SKP164
LRRTM4	LRRTM4
RNA5SP98	RNA5SP98
AC079117.1	AC079117.1
AC084149.2	AC084149.2
AC084149.1	AC084149.1
AC105399.2	AC105399.2
AC073628.1	AC073628.1
AC012494.1	AC012494.1
CYCSP6	CYCSP6
RP11-601H16.1	RP11-601H16.1
AC092660.1	AC092660.1
RNU6-827P	RNU6-827P
RNU6-812P	RNU6-812P
REG3G	REG3G
REG1B	REG1B
REG1A	REG1A
REG1CP	REG1CP
REG3A	REG3A
AC011754.1	AC011754.1
CTNNA2	CTNNA2
AC010975.1	AC010975.1
RP11-191H23.1	RP11-191H23.1
AC010975.2	AC010975.2
RNU6-561P	RNU6-561P
MIR4264	MIR4264
MIR8080	MIR8080
AC016716.2	AC016716.2
AC016716.1	AC016716.1
LRRTM1	LRRTM1
AC008067.2	AC008067.2
AC084193.1	AC084193.1
AC105342.1	AC105342.1
AC012075.1	AC012075.1
AC012075.2	AC012075.2
RNA5SP99	RNA5SP99
AC013262.1	AC013262.1
RN7SL201P	RN7SL201P
AC079896.1	AC079896.1
LYARP1	LYARP1
RNU6-685P	RNU6-685P
AC010105.1	AC010105.1
AC109638.1	AC109638.1
MTND4P25	MTND4P25
MTND5P27	MTND5P27
MTND6P7	MTND6P7
MTCYBP7	MTCYBP7
AC098817.5	AC098817.5
AC138623.1	AC138623.1
AC010744.1	AC010744.1
RPL37P10	RPL37P10
RNU6-1312P	RNU6-1312P
